Fecha,0,1-4,5-9,10-14,15-19,20-39,40-49,50-59,60-
2020-04-05,0,0,0,0,0,0,0,0,5
2020-04-06,0,0,0,0,0,0,0,0,6
2020-04-07,0,0,0,0,0,0,0,0,7
